t,y1,y2
9.547738693467335835e+00,-1.444867599344259901e+00,5.688128698693635694e-03
9.798994974874371877e+00,-1.431065435803578145e+00,-9.117136972953621826e-03
1.005025125628140614e+01,-1.417244412394200959e+00,-2.341083781483705925e-02
1.030150753768844041e+01,-1.403400724418270906e+00,-3.720072053231383846e-02
1.055276381909547645e+01,-1.389530302284764263e+00,-5.049432978620491119e-02
1.080402010050251249e+01,-1.375628784740472010e+00,-6.329900587252307309e-02
1.105527638190954676e+01,-1.361691488731979538e+00,-7.562188186773645404e-02
1.130653266331658102e+01,-1.347713375426429439e+00,-8.746988018904904016e-02
1.155778894472361706e+01,-1.333689011786214129e+00,-9.884970848183265157e-02
1.180904522613065311e+01,-1.319612527026763571e+00,-1.097678547590271586e-01
1.206030150753768737e+01,-1.305477563154853859e+00,-1.202305816963127050e-01
1.231155778894472164e+01,-1.291277218605634713e+00,-1.302439199582253460e-01
1.256281407035175768e+01,-1.277003983836775269e+00,-1.398136604249645976e-01
1.281407035175879372e+01,-1.262649667571219325e+00,-1.489453451820204333e-01
1.306532663316582799e+01,-1.248205312003741296e+00,-1.576442570661624742e-01
1.331658291457286225e+01,-1.233661095050560874e+00,-1.659154075652321259e-01
1.356783919597989829e+01,-1.219006217221644262e+00,-1.737635227988664210e-01
1.381909547738693433e+01,-1.204228770363541479e+00,-1.811930273079300213e-01
1.407035175879396860e+01,-1.189315584809802928e+00,-1.882080252865205028e-01
1.432160804020100286e+01,-1.174252050429667404e+00,-1.948122787634474773e-01
1.457286432160803891e+01,-1.159021906803006763e+00,-2.010091823204452344e-01
1.482412060301507495e+01,-1.143606995812535443e+00,-2.068017336444511467e-01
1.507537688442210921e+01,-1.127986968657953115e+00,-2.121924991572670116e-01
1.532663316582914348e+01,-1.112138937603713407e+00,-2.171835738420508366e-01
1.557788944723617952e+01,-1.096037059871360464e+00,-2.217765341013502589e-01
1.582914572864321556e+01,-1.079652038154150118e+00,-2.259723822782949421e-01
1.608040201005024983e+01,-1.062950517576859211e+00,-2.297714810684600983e-01
1.633165829145728409e+01,-1.045894354343022581e+00,-2.331734757700988647e-01
1.658291457286431836e+01,-1.028439722960548419e+00,-2.361772016017136822e-01
1.683417085427135618e+01,-1.010536020217633224e+00,-2.387805727511378429e-01
1.708542713567839044e+01,-9.921245110746210738e-01,-2.409804488729535843e-01
1.733668341708542471e+01,-9.731366443191202809e-01,-2.427724735438535064e-01
1.758793969849246253e+01,-9.534919426949552967e-01,-2.441508776428252814e-01
1.783919597989949679e+01,-9.330953400530185293e-01,-2.451082385058623581e-01
1.809045226130653106e+01,-9.118337941125947976e-01,-2.456351829193003933e-01
1.834170854271356532e+01,-8.895719417242948790e-01,-2.457200181950300044e-01
1.859296482412059959e+01,-8.661464763504471698e-01,-2.453482703198173465e-01
1.884422110552763741e+01,-8.413588051478366747e-01,-2.445021010722317201e-01
1.909547738693467167e+01,-8.149653641179297470e-01,-2.431595657748546191e-01
1.934673366834170594e+01,-7.866647150757497542e-01,-2.412936593634297244e-01
1.959798994974874375e+01,-7.560801722100675137e-01,-2.388710781614102330e-01
1.984924623115577802e+01,-7.227361562560252750e-01,-2.358505958514991174e-01
2.010050251256281229e+01,-6.860256639528001799e-01,-2.321809102446276973e-01
2.035175879396984655e+01,-6.451650507293005266e-01,-2.277977564748592254e-01
2.060301507537688082e+01,-5.991306056816605441e-01,-2.226199935556978093e-01
2.085427135678391863e+01,-5.465690074017418576e-01,-2.165442430811071461e-01
2.110552763819095290e+01,-4.856707307434237619e-01,-2.094374784368217279e-01
2.135678391959798716e+01,-4.139926223757373069e-01,-2.011267242223591656e-01
2.160804020100502498e+01,-3.282164331357920184e-01,-1.913847588716236225e-01
2.185929648241205925e+01,-2.238445889318926851e-01,-1.799105733382685146e-01
2.211055276381909351e+01,-9.489297487429548816e-02,-1.663038521034254924e-01
2.236180904522612778e+01,6.618092973569809911e-02,-1.500354304345815348e-01
2.261306532663316204e+01,2.676272241726440071e-01,-1.304242873716920659e-01
2.286432160804019986e+01,5.151219977120232718e-01,-1.066529024923954377e-01
2.311557788944723413e+01,8.041933446898004156e-01,-7.788864531310626949e-02
2.336683417085426839e+01,1.110367887301426215e+00,-4.358797206458674134e-02
2.361809045226130621e+01,1.389883434996426192e+00,-3.916540098353245292e-03
2.386934673366834048e+01,1.602914880415897247e+00,4.007721640041825295e-02
2.412060301507537474e+01,1.738457267656484673e+00,8.683383851636200523e-02
2.437185929648240901e+01,1.811376881975540476e+00,1.348853281387913661e-01
2.462311557788944327e+01,1.843516646703784234e+00,1.831825350798358121e-01
2.487437185929648109e+01,1.852089554966254159e+00,2.310917137081999195e-01
2.512562814070351536e+01,1.847810798288578082e+00,2.782659132657054335e-01
2.537688442211054962e+01,1.836672481935660350e+00,3.245265693636100734e-01
2.562814070351758744e+01,1.821871137390407513e+00,3.697868135749912133e-01
2.587939698492462171e+01,1.805082372966214210e+00,4.140081095917276244e-01
2.613065326633165597e+01,1.787181638134122341e+00,4.571770898645504677e-01
2.638190954773869024e+01,1.768627349900771861e+00,4.992934390965205749e-01
2.663316582914572450e+01,1.749659937351504491e+00,5.403635768026141539e-01
2.688442211055276232e+01,1.730404761310427864e+00,5.803973438890713821e-01
2.713567839195979658e+01,1.710925549844691140e+00,6.194062452460746826e-01
2.738693467336683085e+01,1.691252370879630318e+00,6.574025035337176526e-01
2.763819095477386867e+01,1.671396416793098583e+00,6.943985397906493606e-01
2.788944723618090293e+01,1.651357886905323591e+00,7.304066808281108880e-01
2.814070351758793720e+01,1.631130210428152427e+00,7.654389881023531128e-01
2.839195979899497146e+01,1.610702298373989150e+00,7.995071518266508859e-01
2.864321608040200573e+01,1.590059713370213013e+00,8.326224198142803123e-01
2.889447236180904355e+01,1.569185229194183684e+00,8.647955441340837712e-01
2.914572864321607781e+01,1.548059031859613244e+00,8.960367358408488636e-01
2.939698492462311208e+01,1.526658697027753142e+00,9.263556221351517683e-01
2.964824120603014990e+01,1.504959012426577702e+00,9.557612020130239472e-01
2.989949748743718416e+01,1.482931679317572193e+00,9.842617979422081387e-01
3.015075376884421843e+01,1.460544903743277834e+00,1.011865001204001135e+00
3.040201005025125269e+01,1.437762874609916031e+00,1.038577608808289421e+00
3.065326633165828696e+01,1.414545115475544845e+00,1.064405549845479415e+00
3.090452261306532478e+01,1.390845686087978983e+00,1.089353798583189814e+00
3.115577889447235904e+01,1.366612200212094175e+00,1.113426271254493560e+00
3.140703517587939331e+01,1.341784614359159633e+00,1.136625702773247593e+00
3.165829145728643113e+01,1.316293724648150310e+00,1.158953498350166589e+00
3.190954773869346539e+01,1.290059290895903432e+00,1.180409554040974029e+00
3.216080402010049966e+01,1.262987676245581836e+00,1.200992038066283296e+00
3.241206030150753747e+01,1.234968852920732330e+00,1.220697122509138532e+00
3.266331658291456819e+01,1.205872569770247482e+00,1.239518651629641033e+00
3.291457286432160600e+01,1.175543398907820780e+00,1.257447728373380480e+00
3.316582914572863672e+01,1.143794267685740218e+00,1.274472194342619602e+00
3.341708542713567454e+01,1.110397919709282810e+00,1.290575969488013008e+00
3.366834170854271235e+01,1.075075509781902028e+00,1.305738204999349783e+00
3.391959798994974307e+01,1.037481181088429016e+00,1.319932184388456164e+00
3.417085427135678088e+01,9.971809375316659230e-01,1.333123880968311470e+00
3.442211055276381870e+01,9.536233039729304917e-01,1.345270039994617806e+00
3.467336683417084942e+01,9.060980081126285279e-01,1.356315594244092315e+00
3.492462311557788723e+01,8.536769690254650822e-01,1.366190131699413390e+00
3.517587939698492505e+01,7.951288678272705468e-01,1.374802996532797250e+00
3.542713567839195576e+01,7.287940132238949209e-01,1.382036394775263632e+00
3.567839195979899358e+01,6.523996406953967986e-01,1.387735558925782042e+00
3.592964824120602430e+01,5.627875947658110833e-01,1.391694564050902194e+00
3.618090452261306211e+01,4.555208369593083395e-01,1.393635783332545230e+00
3.643216080402009993e+01,3.243508337299846334e-01,1.393180423772729881e+00
3.668341708542713064e+01,1.606285616243520176e-01,1.389808029738555772e+00
3.693467336683416846e+01,-4.688185159519881601e-02,1.382807554055832666e+00
3.718592964824119917e+01,-3.102427115805942437e-01,1.371240899513360478e+00
3.743718592964823699e+01,-6.350207295589316292e-01,1.353989968059532423e+00
3.768844221105527481e+01,-1.004031223117482163e+00,1.330038152124058071e+00
3.793969849246230552e+01,-1.363705384787877062e+00,1.299088567973436525e+00
3.819095477386934334e+01,-1.647184110005935009e+00,1.262129946048201168e+00
3.844221105527638116e+01,-1.825855665350008428e+00,1.221155417868113435e+00
3.869346733668341187e+01,-1.918508873743220766e+00,1.178185555773470838e+00
3.894472361809044969e+01,-1.958224857625289639e+00,1.134634042289446310e+00
3.919597989949748751e+01,-1.969981886184846376e+00,1.091296498712338359e+00
3.944723618090451822e+01,-1.967999096392683001e+00,1.048569731464868315e+00
3.969849246231155604e+01,-1.959459351485234091e+00,1.006637679201030977e+00
3.994974874371858675e+01,-1.947820367360830085e+00,9.655796134413323628e-01
4.020100502512562457e+01,-1.934721255897804415e+00,9.254249861029405499e-01
4.045226130653266239e+01,-1.920938835410618051e+00,8.861797834075709757e-01
4.070351758793969310e+01,-1.906843661109780319e+00,8.478389703421230772e-01
4.095477386934673092e+01,-1.892614103509411727e+00,8.103923601090227136e-01
4.120603015075376163e+01,-1.878336806636820899e+00,7.738273995465122512e-01
4.145728643216079945e+01,-1.864054142017720128e+00,7.381305032972161895e-01
4.170854271356783727e+01,-1.849786847041295479e+00,7.032876993826955303e-01
4.195979899497486798e+01,-1.835544948073799754e+00,6.692849445597283120e-01
4.221105527638190580e+01,-1.821333093897891331e+00,6.361082794770333004e-01
4.246231155778894362e+01,-1.807153192071208503e+00,6.037439051653373800e-01
4.271356783919597433e+01,-1.793005727339286315e+00,5.721782204810896832e-01
4.296482412060301215e+01,-1.778890428908801447e+00,5.413978399139683928e-01
4.321608040201004997e+01,-1.764806611665808767e+00,5.113896013786790595e-01
4.346733668341708068e+01,-1.750753352079154945e+00,4.821405690385508480e-01
4.371859296482411850e+01,-1.736729579554841418e+00,4.536380333702492718e-01
4.396984924623114921e+01,-1.722734123636585846e+00,4.258695100060921890e-01
4.422110552763818703e+01,-1.708765738059941253e+00,3.988227378452754990e-01
4.447236180904522485e+01,-1.694823112356267591e+00,3.724856768729598033e-01
4.472361809045225556e+01,-1.680904876668768644e+00,3.468465058786457944e-01
4.497487437185929338e+01,-1.667009602754100372e+00,3.218936200918071644e-01
4.522613065326632409e+01,-1.653135802717150771e+00,2.976156289691108681e-01
4.547738693467336191e+01,-1.639281926374327680e+00,2.740013539034553691e-01
4.572864321608039972e+01,-1.625446357599781511e+00,2.510398262282615978e-01
4.597989949748743044e+01,-1.611627409998955596e+00,2.287202850994849157e-01
4.623115577889446826e+01,-1.597823321859435097e+00,2.070321757724798983e-01
4.648241206030150607e+01,-1.584032250604325842e+00,1.859651477173702161e-01
4.673366834170853679e+01,-1.570252266515216766e+00,1.655090531965110745e-01
4.698492462311557460e+01,-1.556481345948280026e+00,1.456539456741021976e-01
4.723618090452261242e+01,-1.542717363720910839e+00,1.263900786911072993e-01
4.748743718592964314e+01,-1.528958084838809128e+00,1.077079046929117906e-01
4.773869346733668095e+01,-1.515201155316739712e+00,8.959807417034135191e-02
4.798994974874371167e+01,-1.501444092072579783e+00,7.205143496652126334e-02
4.824120603015074948e+01,-1.487684271758884069e+00,5.505903181241832145e-02
4.849246231155778730e+01,-1.473918918401490474e+00,3.861210610699574580e-02
4.874371859296481801e+01,-1.460145089707748145e+00,2.270209594874183362e-02
4.899497487437185583e+01,-1.446359661836021271e+00,7.320636480911654406e-03
4.924623115577888655e+01,-1.432559312484701586e+00,-7.540439483781180389e-03
4.949748743718592436e+01,-1.418740502009439242e+00,-2.188910046266254530e-02
4.974874371859296218e+01,-1.404899452343887578e+00,-3.573311493542195849e-02
5.000000000000000000e+01,-1.391032123397598852e+00,-4.908004954919970020e-02
